id,HS,TR,AG,HS_original
2814,1,0,0,1
2815,0,0,0,0
2816,1,1,0,1
2817,1,0,1,1
2818,1,0,0,1
2819,0,0,0,0
2820,0,0,0,0
2821,1,0,0,1
2822,0,0,0,0
2823,1,0,0,1
2824,1,0,1,1
2825,0,0,0,0
2826,0,0,0,0
2827,0,0,0,0
2828,1,0,0,1
2829,0,0,0,0
2830,0,0,0,0
2831,0,0,0,0
2832,0,0,0,0
2833,0,0,0,0
2834,0,0,0,0
2835,0,0,0,0
2836,1,0,1,1
2837,0,0,0,0
2838,0,0,0,0
2839,0,0,0,0
2840,0,0,0,0
2841,0,0,0,0
2842,0,0,0,0
2843,1,0,1,1
2844,1,0,1,1
2845,0,0,0,0
2846,0,0,0,0
2847,0,0,0,0
2848,1,0,0,1
2849,0,0,0,0
2850,1,0,1,1
2851,0,0,0,0
2852,1,0,1,1
2853,0,0,0,0
2854,1,1,0,1
2855,0,0,0,0
2856,1,0,0,1
2857,0,0,0,0
2858,1,0,1,1
2859,1,0,1,1
2860,0,0,0,0
2861,1,0,0,1
2862,0,0,0,0
2863,0,0,0,0
2864,1,0,0,1
2865,0,0,0,0
2866,1,0,0,1
2867,0,0,0,0
2868,0,0,0,0
2869,0,0,0,0
2870,0,0,0,0
2871,1,0,1,1
2872,0,0,0,0
2873,0,0,0,0
2874,0,0,0,0
2875,0,0,0,0
2876,0,0,0,0
2877,1,0,0,1
2878,1,0,0,1
2879,0,0,0,0
2880,0,0,0,0
2881,0,0,0,0
2882,1,0,1,1
2883,0,0,0,0
2884,0,0,0,0
2885,1,0,0,1
2886,0,0,0,0
2887,1,0,1,1
2888,1,0,1,1
2889,0,0,0,0
2890,1,0,0,1
2891,0,0,0,0
2892,0,0,0,0
2893,0,0,0,0
2894,0,0,0,0
2895,1,0,1,1
2896,0,0,0,0
2897,0,0,0,0
2898,0,0,0,0
2899,0,0,0,0
2900,1,0,0,1
2901,1,0,1,1
2902,0,0,0,0
2903,1,0,0,1
2904,0,0,0,0
2905,0,0,0,0
2906,1,0,1,1
2907,0,0,0,0
2908,0,0,0,0
2909,1,0,0,1
2910,0,0,0,0
2911,0,0,0,0
2912,1,0,0,1
2913,0,0,0,0
2914,1,0,1,1
2915,1,0,1,1
2916,1,0,1,1
2917,1,0,1,1
2918,0,0,0,0
2919,0,0,0,0
2920,1,0,1,1
2921,1,0,0,1
2922,1,0,0,1
2923,0,0,0,0
2924,1,0,0,1
2925,0,0,0,0
2926,0,0,0,0
2927,1,0,1,1
2928,0,0,0,0
2929,0,0,0,0
2930,0,0,0,0
2931,0,0,0,0
2932,0,0,0,0
2933,0,0,0,0
2934,1,0,1,1
2935,0,0,0,0
2936,1,0,1,1
2937,0,0,0,0
2938,1,0,0,1
2939,1,0,1,1
2940,0,0,0,0
2941,1,0,1,1
2942,1,0,1,1
2943,1,0,1,1
2944,1,0,1,1
2945,0,0,0,0
2946,0,0,0,0
2947,1,0,0,1
2948,0,0,0,0
2949,0,0,0,0
2950,1,0,1,1
2951,0,0,0,0
2952,1,0,0,1
2953,0,0,0,0
2954,1,0,1,1
2955,1,0,0,1
2956,0,0,0,0
2957,1,0,1,1
2958,0,0,0,0
2959,1,0,1,1
2960,0,0,0,0
2961,1,0,1,1
2962,0,0,0,0
2963,1,0,0,1
2964,1,0,0,1
2965,0,0,0,0
2966,1,0,1,1
2967,1,0,0,1
2968,1,0,1,1
2969,1,0,0,1
2970,0,0,0,0
2971,1,0,0,1
2972,1,0,0,1
2973,1,0,1,1
2974,0,0,0,0
2975,0,0,0,0
2976,0,0,0,0
2977,1,0,0,1
2978,0,0,0,0
2979,0,0,0,0
2980,1,0,0,1
2981,0,0,0,0
2982,0,0,0,0
2983,0,0,0,0
2984,0,0,0,0
2985,0,0,0,0
2986,0,0,0,0
2987,0,0,0,0
2988,1,0,0,1
2989,0,0,0,0
2990,0,0,0,0
2991,0,0,0,0
2992,0,0,0,0
2993,0,0,0,0
2994,0,0,0,0
2995,1,0,1,1
2996,0,0,0,0
2997,0,0,0,0
2998,1,0,0,1
2999,1,1,1,1
3000,1,0,1,1
3001,0,0,0,0
3002,0,0,0,0
3003,1,0,1,1
3004,0,0,0,0
3005,1,0,1,1
3006,0,0,0,0
3007,0,0,0,0
3008,0,0,0,0
3009,1,0,0,1
3010,0,0,0,0
3011,0,0,0,0
3012,0,0,0,0
3013,1,0,1,1
3014,0,0,0,0
3015,0,0,0,0
3016,0,0,0,0
3017,0,0,0,0
3018,0,0,0,0
3019,1,0,0,1
3020,0,0,0,0
3021,0,0,0,0
3022,0,0,0,0
3023,0,0,0,0
3024,0,0,0,0
3025,1,0,0,1
3026,1,0,0,1
3027,0,0,0,0
3028,0,0,0,0
3029,1,1,1,1
3030,0,0,0,0
3031,1,0,1,1
3032,0,0,0,0
3033,1,1,0,1
3034,0,0,0,0
3035,1,0,0,1
3036,1,0,1,1
3037,0,0,0,0
3038,0,0,0,0
3039,0,0,0,0
3040,0,0,0,0
3041,0,0,0,0
3042,0,0,0,0
3043,1,0,0,1
3044,1,0,1,1
3045,0,0,0,0
3046,0,0,0,0
3047,1,0,1,1
3048,1,0,1,1
3049,0,0,0,0
3050,0,0,0,0
3051,0,0,0,0
3052,0,0,0,0
3053,0,0,0,0
3054,1,0,1,1
3055,0,0,0,0
3056,0,0,0,0
3057,0,0,0,0
3058,0,0,0,0
3059,1,0,0,1
3060,0,0,0,0
3061,0,0,0,0
3062,0,0,0,0
3063,1,0,0,1
3064,1,0,0,1
3065,0,0,0,0
3066,0,0,0,0
3067,0,0,0,0
3068,0,0,0,0
3069,0,0,0,0
3070,1,1,1,1
3071,0,0,0,0
3072,1,0,1,1
3073,1,0,1,1
3074,0,0,0,0
3075,1,0,0,1
3076,0,0,0,0
3077,0,0,0,0
3078,0,0,0,0
3079,0,0,0,0
3080,0,0,0,0
3081,0,0,0,0
3082,0,0,0,0
3083,0,0,0,0
3084,0,0,0,0
3085,0,0,0,0
3086,0,0,0,0
3087,1,0,1,1
3088,1,0,1,1
3089,0,0,0,0
3090,0,0,0,0
3091,1,0,1,1
3092,0,0,0,0
3093,0,0,0,0
3094,1,0,1,1
3095,0,0,0,0
3096,0,0,0,0
3097,0,0,0,0
3098,1,0,1,1
3099,0,0,0,0
3100,1,0,0,1
3101,0,0,0,0
3102,1,0,1,1
3103,1,0,1,1
3104,1,0,1,1
3105,0,0,0,0
3106,0,0,0,0
3107,0,0,0,0
3108,1,0,1,1
3109,1,0,1,1
3110,0,0,0,0
3111,0,0,0,0
3112,1,0,1,1
3113,0,0,0,0
3114,1,0,1,1
3115,1,0,0,1
3116,0,0,0,0
3117,0,0,0,0
3118,1,0,1,1
3119,0,0,0,0
3120,0,0,0,0
3121,0,0,0,0
3122,1,0,0,1
3123,1,0,0,1
3124,1,0,0,1
3125,1,0,0,1
3126,0,0,0,0
3127,0,0,0,0
3128,0,0,0,0
3129,0,0,0,0
3130,1,0,0,1
3131,0,0,0,0
3132,0,0,0,0
3133,0,0,0,0
3134,1,0,0,1
3135,1,0,0,1
3136,0,0,0,0
3137,0,0,0,0
3138,1,0,1,1
3139,0,0,0,0
3140,1,0,0,1
3141,0,0,0,0
3142,0,0,0,0
3143,0,0,0,0
3144,1,0,0,1
3145,0,0,0,0
3146,1,0,1,1
3147,1,0,0,1
3148,0,0,0,0
3149,1,0,0,1
3150,0,0,0,0
3151,0,0,0,0
3152,0,0,0,0
3153,1,0,1,1
3154,1,0,0,1
3155,1,0,1,1
3156,0,0,0,0
3157,0,0,0,0
3158,0,0,0,0
3159,0,0,0,0
3160,1,0,1,1
3161,0,0,0,0
3162,0,0,0,0
3163,1,0,1,1
3164,0,0,0,0
3165,0,0,0,0
3166,1,0,1,1
3167,1,0,1,1
3168,0,0,0,0
3169,0,0,0,0
3170,0,0,0,0
3171,0,0,0,0
3172,1,0,1,1
3173,0,0,0,0
3174,0,0,0,0
3175,0,0,0,0
3176,1,0,0,1
3177,1,0,0,1
3178,1,0,1,1
3179,1,0,0,1
3180,1,0,1,1
3181,1,0,1,1
3182,1,0,0,1
3183,1,0,0,1
3184,0,0,0,0
3185,0,0,0,0
3186,0,0,0,0
3187,1,0,0,1
3188,0,0,0,0
3189,0,0,0,0
3190,0,0,0,0
3191,0,0,0,0
3192,1,0,0,1
3193,0,0,0,0
3194,0,0,0,0
3195,0,0,0,0
3196,1,0,1,1
3197,1,1,0,1
3198,0,0,0,0
3199,1,0,1,1
3200,0,0,0,0
3201,0,0,0,0
3202,0,0,0,0
3203,0,0,0,0
3204,1,0,0,1
3205,0,0,0,0
3206,0,0,0,0
3207,0,0,0,0
3208,1,0,0,1
3209,1,0,0,1
3210,0,0,0,0
3211,0,0,0,0
3212,0,0,0,0
3213,0,0,0,0
3214,0,0,0,0
3215,0,0,0,0
3216,0,0,0,0
3217,0,0,0,0
3218,1,0,0,1
3219,0,0,0,0
3220,1,0,0,1
3221,0,0,0,0
3222,1,0,1,1
3223,0,0,0,0
3224,0,0,0,0
3225,1,0,1,1
3226,0,0,0,0
3227,0,0,0,0
3228,1,1,1,1
3229,0,0,0,0
3230,0,0,0,0
3231,1,0,0,1
3232,0,0,0,0
3233,0,0,0,0
3234,1,0,0,1
3235,0,0,0,0
3236,1,0,1,1
3237,1,0,1,1
3238,1,0,1,1
3239,1,0,1,1
3240,1,0,1,1
3241,0,0,0,0
3242,0,0,0,0
3243,0,0,0,0
3244,0,0,0,0
3245,1,0,1,1
3246,1,0,1,1
3247,0,0,0,0
3248,0,0,0,0
3249,0,0,0,0
3250,1,0,1,1
3251,1,1,0,1
3252,0,0,0,0
3253,1,0,0,1
3254,0,0,0,0
3255,0,0,0,0
3256,0,0,0,0
3257,1,0,0,1
3258,0,0,0,0
3259,1,0,1,1
3260,0,0,0,0
3261,1,0,0,1
3262,1,0,1,1
3263,1,0,0,1
3264,0,0,0,0
3265,1,0,0,1
3266,0,0,0,0
3267,0,0,0,0
3268,0,0,0,0
3269,1,0,1,1
3270,0,0,0,0
3271,0,0,0,0
3272,0,0,0,0
3273,0,0,0,0
3274,1,0,1,1
3275,1,0,0,1
3276,0,0,0,0
3277,0,0,0,0
3278,0,0,0,0
3279,0,0,0,0
3280,0,0,0,0
3281,1,0,0,1
3282,0,0,0,0
3283,0,0,0,0
3284,1,0,0,1
3285,1,0,1,1
3286,0,0,0,0
3287,1,0,1,1
3288,0,0,0,0
3289,0,0,0,0
3290,0,0,0,0
3291,0,0,0,0
3292,0,0,0,0
3293,0,0,0,0
3294,0,0,0,0
3295,0,0,0,0
3296,1,0,0,1
3297,0,0,0,0
3298,1,0,0,1
3299,1,0,1,1
3300,0,0,0,0
3301,1,0,0,1
3302,0,0,0,0
3303,0,0,0,0
3304,0,0,0,0
3305,0,0,0,0
3306,1,0,0,1
3307,1,0,0,1
3308,0,0,0,0
3309,1,0,0,1
3310,0,0,0,0
3311,1,0,1,1
3312,1,0,0,1
3313,1,0,0,1
3314,0,0,0,0
3315,0,0,0,0
3316,1,0,0,1
3317,1,1,1,1
3318,1,0,0,1
3319,0,0,0,0
3320,0,0,0,0
3321,0,0,0,0
3322,0,0,0,0
3323,0,0,0,0
3324,0,0,0,0
3325,1,0,0,1
3326,1,0,0,1
3327,0,0,0,0
3328,0,0,0,0
3329,0,0,0,0
3330,1,0,0,1
3331,1,0,1,1
3332,0,0,0,0
3333,0,0,0,0
3334,0,0,0,0
3335,0,0,0,0
3336,0,0,0,0
3337,1,0,0,1
3338,1,0,0,1
3339,0,0,0,0
3340,0,0,0,0
3341,0,0,0,0
3342,0,0,0,0
3343,1,0,1,1
3344,0,0,0,0
3345,0,0,0,0
3346,1,0,0,1
3347,1,0,0,1
3348,0,0,0,0
3349,1,0,0,1
3350,0,0,0,0
3351,1,0,0,1
3352,1,0,0,1
3353,0,0,0,0
3354,1,0,1,1
3355,0,0,0,0
3356,1,0,0,1
3357,1,0,0,1
3358,1,0,1,1
3359,1,0,0,1
3360,1,0,1,1
3361,0,0,0,0
3362,0,0,0,0
3363,0,0,0,0
3364,0,0,0,0
3365,0,0,0,0
3366,1,0,1,1
3367,0,0,0,0
3368,0,0,0,0
3369,1,0,0,1
3370,1,0,0,1
3371,1,0,0,1
3372,0,0,0,0
3373,0,0,0,0
3374,0,0,0,0
3375,0,0,0,0
3376,0,0,0,0
3377,0,0,0,0
3378,1,1,0,1
3379,1,1,0,1
3380,0,0,0,0
3381,1,0,1,1
3382,1,0,1,1
3383,0,0,0,0
3384,0,0,0,0
3385,0,0,0,0
3386,0,0,0,0
3387,0,0,0,0
3388,0,0,0,0
3389,1,0,0,1
3390,0,0,0,0
3391,0,0,0,0
3392,1,0,1,1
3393,0,0,0,0
3394,1,0,0,1
3395,0,0,0,0
3396,0,0,0,0
3397,1,0,0,1
3398,0,0,0,0
3399,0,0,0,0
3400,0,0,0,0
3401,0,0,0,0
3402,1,0,0,1
3403,0,0,0,0
3404,1,0,1,1
3405,1,0,0,1
3406,0,0,0,0
3407,0,0,0,0
3408,1,0,1,1
3409,1,0,1,1
3410,0,0,0,0
3411,0,0,0,0
3412,0,0,0,0
3413,0,0,0,0
3414,0,0,0,0
3415,1,0,1,1
3416,0,0,0,0
3417,1,0,0,1
3418,0,0,0,0
3419,0,0,0,0
3420,1,0,0,1
3421,0,0,0,0
3422,1,0,1,1
3423,1,0,1,1
3424,1,0,1,1
3425,0,0,0,0
3426,0,0,0,0
3427,1,0,1,1
3428,1,0,0,1
3429,0,0,0,0
3430,1,0,1,1
3431,0,0,0,0
3432,1,0,1,1
3433,0,0,0,0
3434,1,0,1,1
3435,0,0,0,0
3436,1,0,1,1
3437,0,0,0,0
3438,0,0,0,0
3439,0,0,0,0
3440,0,0,0,0
3441,0,0,0,0
3442,0,0,0,0
3443,0,0,0,0
3444,1,0,1,1
3445,1,0,0,1
3446,0,0,0,0
3447,0,0,0,0
3448,0,0,0,0
3449,1,0,1,1
3450,0,0,0,0
3451,0,0,0,0
3452,1,0,0,1
3453,0,0,0,0
3454,0,0,0,0
3455,1,0,1,1
3456,1,1,1,1
3457,1,0,1,1
3458,0,0,0,0
3459,0,0,0,0
3460,1,1,1,1
3461,1,0,1,1
3462,1,0,1,1
3463,1,0,1,1
3464,0,0,0,0
3465,0,0,0,0
3466,0,0,0,0
3467,1,0,0,1
3468,0,0,0,0
3469,0,0,0,0
3470,0,0,0,0
3471,1,0,0,1
3472,0,0,0,0
3473,0,0,0,0
3474,1,0,0,1
3475,1,0,1,1
3476,0,0,0,0
3477,0,0,0,0
3478,0,0,0,0
3479,0,0,0,0
3480,1,0,0,1
3481,0,0,0,0
3482,1,0,1,1
3483,1,0,0,1
3484,0,0,0,0
3485,1,0,1,1
3486,0,0,0,0
3487,1,0,1,1
3488,1,0,0,1
3489,1,0,0,1
3490,0,0,0,0
3491,1,0,0,1
3492,0,0,0,0
3493,0,0,0,0
3494,0,0,0,0
3495,1,0,1,1
3496,0,0,0,0
3497,0,0,0,0
3498,0,0,0,0
3499,0,0,0,0
3500,0,0,0,0
3501,1,0,0,1
3502,1,0,0,1
3503,0,0,0,0
3504,1,0,1,1
3505,0,0,0,0
3506,0,0,0,0
3507,1,0,1,1
3508,0,0,0,0
3509,0,0,0,0
3510,0,0,0,0
3511,0,0,0,0
3512,0,0,0,0
3513,1,0,0,1
3514,0,0,0,0
3515,1,0,1,1
3516,0,0,0,0
3517,1,1,1,1
3518,0,0,0,0
3519,0,0,0,0
3520,0,0,0,0
3521,1,0,0,1
3522,1,0,0,1
3523,0,0,0,0
3524,1,0,0,1
3525,1,0,0,1
3526,0,0,0,0
3527,1,0,1,1
3528,1,0,1,1
3529,0,0,0,0
3530,0,0,0,0
3531,0,0,0,0
3532,0,0,0,0
3533,0,0,0,0
3534,0,0,0,0
3535,1,0,1,1
3536,1,0,1,1
3537,1,0,1,1
3538,0,0,0,0
3539,0,0,0,0
3540,0,0,0,0
3541,1,0,0,1
3542,1,0,1,1
3543,0,0,0,0
3544,0,0,0,0
3545,0,0,0,0
3546,1,0,0,1
3547,1,0,0,1
3548,0,0,0,0
3549,0,0,0,0
3550,1,0,0,1
3551,0,0,0,0
3552,0,0,0,0
3553,0,0,0,0
3554,1,0,1,1
3555,1,0,0,1
3556,0,0,0,0
3557,0,0,0,0
3558,0,0,0,0
3559,0,0,0,0
3560,0,0,0,0
3561,0,0,0,0
3562,0,0,0,0
3563,0,0,0,0
3564,0,0,0,0
3565,1,0,0,1
3566,1,0,1,1
3567,0,0,0,0
3568,0,0,0,0
3569,1,0,0,1
3570,1,0,0,1
3571,0,0,0,0
3572,1,0,1,1
3573,1,0,0,1
3574,1,0,1,1
3575,1,0,0,1
3576,1,1,1,1
3577,1,0,1,1
3578,0,0,0,0
3579,0,0,0,0
3580,0,0,0,0
3581,1,0,0,1
3582,0,0,0,0
3583,1,0,1,1
3584,0,0,0,0
3585,1,0,0,1
3586,1,0,0,1
3587,0,0,0,0
3588,0,0,0,0
3589,1,0,1,1
3590,1,0,1,1
3591,1,0,1,1
3592,1,0,0,1
3593,0,0,0,0
3594,1,0,1,1
3595,0,0,0,0
3596,0,0,0,0
3597,1,0,0,1
3598,0,0,0,0
3599,0,0,0,0
3600,0,0,0,0
3601,0,0,0,0
3602,0,0,0,0
3603,1,0,0,1
3604,1,0,1,1
3605,1,0,0,1
3606,0,0,0,0
3607,1,0,0,1
3608,0,0,0,0
3609,0,0,0,0
3610,1,0,0,1
3611,0,0,0,0
3612,0,0,0,0
3613,0,0,0,0
3614,0,0,0,0
3615,0,0,0,0
3616,1,0,1,1
3617,0,0,0,0
3618,0,0,0,0
3619,0,0,0,0
3620,1,0,1,1
3621,0,0,0,0
3622,1,0,1,1
3623,1,0,0,1
3624,0,0,0,0
3625,0,0,0,0
3626,0,0,0,0
3627,0,0,0,0
3628,0,0,0,0
3629,0,0,0,0
3630,0,0,0,0
3631,0,0,0,0
3632,1,0,1,1
3633,0,0,0,0
3634,0,0,0,0
3635,0,0,0,0
3636,0,0,0,0
3637,0,0,0,0
3638,1,0,0,1
3639,1,0,1,1
3640,1,0,1,1
3641,1,0,0,1
3642,0,0,0,0
3643,0,0,0,0
3644,1,0,1,1
3645,1,0,1,1
3646,0,0,0,0
3647,0,0,0,0
3648,1,0,0,1
3649,0,0,0,0
3650,0,0,0,0
3651,0,0,0,0
3652,1,0,1,1
3653,1,0,0,1
3654,1,0,1,1
3655,1,0,0,1
3656,0,0,0,0
3657,0,0,0,0
3658,0,0,0,0
3659,0,0,0,0
3660,1,0,1,1
3661,0,0,0,0
3662,0,0,0,0
3663,0,0,0,0
3664,0,0,0,0
3665,1,0,1,1
3666,1,1,0,1
3667,1,0,1,1
3668,1,0,1,1
3669,0,0,0,0
3670,0,0,0,0
3671,0,0,0,0
3672,1,0,0,1
3673,0,0,0,0
3674,1,0,1,1
3675,0,0,0,0
3676,0,0,0,0
3677,1,0,1,1
3678,0,0,0,0
3679,1,0,0,1
3680,0,0,0,0
3681,0,0,0,0
3682,1,0,1,1
3683,1,0,0,1
3684,0,0,0,0
3685,0,0,0,0
3686,0,0,0,0
3687,1,0,0,1
3688,1,0,1,1
3689,0,0,0,0
3690,0,0,0,0
3691,0,0,0,0
3692,1,0,0,1
3693,0,0,0,0
3694,1,0,0,1
3695,1,0,1,1
3696,0,0,0,0
3697,1,0,1,1
3698,0,0,0,0
3699,1,0,0,1
3700,1,0,0,1
3701,0,0,0,0
3702,0,0,0,0
3703,0,0,0,0
3704,0,0,0,0
3705,0,0,0,0
3706,1,0,0,1
3707,0,0,0,0
3708,0,0,0,0
3709,0,0,0,0
3710,1,0,0,1
3711,0,0,0,0
3712,0,0,0,0
3713,0,0,0,0
3714,0,0,0,0
3715,0,0,0,0
3716,1,0,1,1
3717,1,0,1,1
3718,0,0,0,0
3719,1,1,0,1
3720,0,0,0,0
3721,0,0,0,0
3722,0,0,0,0
3723,1,0,1,1
3724,0,0,0,0
3725,0,0,0,0
3726,0,0,0,0
3727,0,0,0,0
3728,1,0,0,1
3729,1,0,1,1
3730,0,0,0,0
3731,1,0,0,1
3732,0,0,0,0
3733,0,0,0,0
3734,0,0,0,0
3735,0,0,0,0
3736,0,0,0,0
3737,1,0,1,1
3738,1,0,1,1
3739,0,0,0,0
3740,1,0,1,1
3741,0,0,0,0
3742,1,0,0,1
3743,0,0,0,0
3744,0,0,0,0
3745,0,0,0,0
3746,0,0,0,0
3747,0,0,0,0
3748,0,0,0,0
3749,1,0,0,1
3750,0,0,0,0
3751,0,0,0,0
3752,1,0,1,1
3753,0,0,0,0
3754,0,0,0,0
3755,0,0,0,0
3756,1,0,1,1
3757,0,0,0,0
3758,0,0,0,0
3759,0,0,0,0
3760,0,0,0,0
3761,0,0,0,0
3762,1,0,0,1
3763,1,0,1,1
3764,1,0,1,1
3765,0,0,0,0
3766,1,0,0,1
3767,0,0,0,0
3768,1,0,0,1
3769,1,0,1,1
3770,1,1,0,1
3771,0,0,0,0
3772,0,0,0,0
3773,0,0,0,0
3774,1,0,1,1
3775,1,0,1,1
3776,0,0,0,0
3777,0,0,0,0
3778,0,0,0,0
3779,0,0,0,0
3780,1,0,0,1
3781,1,0,1,1
3782,0,0,0,0
3783,1,0,1,1
3784,0,0,0,0
3785,1,0,0,1
3786,1,0,1,1
3787,1,0,0,1
3788,1,0,0,1
3789,1,0,0,1
3790,0,0,0,0
3791,1,0,0,1
3792,0,0,0,0
3793,0,0,0,0
3794,1,0,1,1
3795,0,0,0,0
3796,0,0,0,0
3797,0,0,0,0
3798,0,0,0,0
3799,1,0,1,1
3800,0,0,0,0
3801,0,0,0,0
3802,0,0,0,0
3803,0,0,0,0
3804,1,0,1,1
3805,0,0,0,0
3806,0,0,0,0
3807,0,0,0,0
3808,0,0,0,0
3809,0,0,0,0
3810,0,0,0,0
3811,1,0,0,1
3812,1,0,0,1
3813,0,0,0,0
3814,0,0,0,0
3815,0,0,0,0
3816,1,0,1,1
3817,0,0,0,0
3818,1,1,0,1
3819,0,0,0,0
3820,1,0,0,1
3821,0,0,0,0
3822,0,0,0,0
3823,0,0,0,0
3824,0,0,0,0
3825,0,0,0,0
3826,1,0,0,1
3827,0,0,0,0
3828,0,0,0,0
3829,0,0,0,0
3830,0,0,0,0
3831,1,0,0,1
3832,0,0,0,0
3833,0,0,0,0
3834,1,1,0,1
3835,0,0,0,0
3836,0,0,0,0
3837,0,0,0,0
3838,0,0,0,0
3839,0,0,0,0
3840,0,0,0,0
3841,0,0,0,0
3842,0,0,0,0
3843,1,0,1,1
3844,0,0,0,0
3845,0,0,0,0
3846,1,0,1,1
3847,1,0,1,1
3848,0,0,0,0
3849,0,0,0,0
3850,1,0,0,1
3851,0,0,0,0
3852,0,0,0,0
3853,0,0,0,0
3854,0,0,0,0
3855,1,0,1,1
3856,0,0,0,0
3857,0,0,0,0
3858,0,0,0,0
3859,1,0,0,1
3860,0,0,0,0
3861,0,0,0,0
3862,0,0,0,0
3863,0,0,0,0
3864,0,0,0,0
3865,1,0,1,1
3866,1,0,1,1
3867,0,0,0,0
3868,0,0,0,0
3869,0,0,0,0
3870,0,0,0,0
3871,0,0,0,0
3872,0,0,0,0
3873,0,0,0,0
3874,1,0,1,1
3875,1,0,1,1
3876,0,0,0,0
3877,1,0,0,1
3878,1,0,0,1
3879,0,0,0,0
3880,0,0,0,0
3881,1,0,0,1
3882,1,0,0,1
3883,1,0,0,1
3884,1,1,1,1
3885,0,0,0,0
3886,0,0,0,0
3887,0,0,0,0
3888,1,1,1,1
3889,0,0,0,0
3890,1,0,1,1
3891,0,0,0,0
3892,0,0,0,0
3893,0,0,0,0
3894,0,0,0,0
3895,0,0,0,0
3896,0,0,0,0
3897,0,0,0,0
3898,0,0,0,0
3899,1,0,1,1
3900,1,0,1,1
3901,0,0,0,0
3902,0,0,0,0
3903,0,0,0,0
3904,0,0,0,0
3905,1,0,0,1
3906,0,0,0,0
3907,0,0,0,0
3908,0,0,0,0
3909,0,0,0,0
3910,1,0,0,1
3911,1,0,0,1
3912,0,0,0,0
3913,1,0,1,1
3914,1,0,1,1
3915,1,1,1,1
3916,0,0,0,0
3917,0,0,0,0
3918,0,0,0,0
3919,0,0,0,0
3920,0,0,0,0
3921,1,0,1,1
3922,1,0,0,1
3923,0,0,0,0
3924,1,0,0,1
3925,1,0,1,1
3926,0,0,0,0
3927,1,0,0,1
3928,0,0,0,0
3929,0,0,0,0
3930,0,0,0,0
3931,0,0,0,0
3932,1,0,1,1
3933,1,0,1,1
3934,0,0,0,0
3935,1,0,1,1
3936,0,0,0,0
3937,0,0,0,0
3938,0,0,0,0
3939,1,0,1,1
3940,0,0,0,0
3941,0,0,0,0
3942,0,0,0,0
3943,1,0,1,1
3944,0,0,0,0
3945,0,0,0,0
3946,0,0,0,0
3947,0,0,0,0
3948,1,0,1,1
3949,1,0,1,1
3950,0,0,0,0
3951,1,0,0,1
3952,1,0,0,1
3953,0,0,0,0
3954,0,0,0,0
3955,1,0,1,1
3956,1,0,1,1
3957,0,0,0,0
3958,0,0,0,0
3959,0,0,0,0
3960,1,0,1,1
3961,0,0,0,0
3962,0,0,0,0
3963,0,0,0,0
3964,0,0,0,0
3965,0,0,0,0
3966,0,0,0,0
3967,0,0,0,0
3968,1,0,1,1
3969,1,0,1,1
3970,1,0,1,1
3971,0,0,0,0
3972,1,0,1,1
3973,1,1,1,1
3974,0,0,0,0
3975,1,0,1,1
3976,0,0,0,0
3977,0,0,0,0
3978,0,0,0,0
3979,0,0,0,0
3980,1,0,0,1
3981,0,0,0,0
3982,0,0,0,0
3983,1,0,1,1
3984,0,0,0,0
3985,1,0,0,1
3986,1,0,0,1
3987,0,0,0,0
3988,0,0,0,0
3989,1,0,1,1
3990,0,0,0,0
3991,0,0,0,0
3992,0,0,0,0
3993,1,0,1,1
3994,0,0,0,0
3995,1,0,0,1
3996,1,1,0,1
3997,1,0,0,1
3998,0,0,0,0
3999,0,0,0,0
4000,1,1,1,1
4001,0,0,0,0
4002,0,0,0,0
4003,1,0,0,1
4004,1,0,1,1
4005,0,0,0,0
4006,0,0,0,0
4007,1,0,1,1
4008,1,0,1,1
4009,0,0,0,0
4010,0,0,0,0
4011,1,0,1,1
4012,1,0,0,1
4013,1,0,1,1
4014,0,0,0,0
4015,1,1,1,1
4016,1,0,1,1
4017,1,0,1,1
4018,0,0,0,0
4019,0,0,0,0
4020,0,0,0,0
4021,1,0,1,1
4022,1,0,1,1
4023,0,0,0,0
4024,0,0,0,0
4025,1,0,1,1
4026,0,0,0,0
4027,1,0,1,1
4028,0,0,0,0
4029,0,0,0,0
4030,0,0,0,0
4031,0,0,0,0
4032,0,0,0,0
4033,0,0,0,0
4034,0,0,0,0
4035,1,0,0,1
4036,0,0,0,0
4037,0,0,0,0
4038,0,0,0,0
4039,1,0,1,1
4040,0,0,0,0
4041,0,0,0,0
4042,1,0,1,1
4043,0,0,0,0
4044,0,0,0,0
4045,0,0,0,0
4046,1,0,0,1
4047,0,0,0,0
4048,0,0,0,0
4049,1,0,1,1
4050,1,0,0,1
4051,0,0,0,0
4052,0,0,0,0
4053,0,0,0,0
4054,0,0,0,0
4055,0,0,0,0
4056,0,0,0,0
4057,1,0,1,1
4058,1,0,1,1
4059,1,0,0,1
4060,1,0,1,1
4061,1,0,1,1
4062,0,0,0,0
4063,1,0,1,1
4064,1,0,1,1
4065,1,0,1,1
4066,0,0,0,0
4067,1,0,1,1
4068,0,0,0,0
4069,1,0,0,1
4070,0,0,0,0
4071,0,0,0,0
4072,0,0,0,0
4073,1,0,1,1
4074,0,0,0,0
4075,1,0,1,1
4076,0,0,0,0
4077,0,0,0,0
4078,0,0,0,0
4079,0,0,0,0
4080,0,0,0,0
4081,1,0,1,1
4082,0,0,0,0
4083,0,0,0,0
4084,1,0,1,1
