id,HS,TR,AG
23462,1,0,0
23463,1,1,1
23464,1,1,1
23465,1,1,1
23466,0,0,0
23467,0,0,0
23468,1,1,1
23469,0,0,0
23470,0,0,0
23471,1,0,0
23472,1,1,1
23473,1,1,1
23474,1,0,1
23475,0,0,0
23476,0,0,0
23477,0,0,0
23478,0,0,0
23479,0,0,0
23480,1,1,1
23481,1,1,1
23482,0,0,0
23483,0,0,0
23484,0,0,0
23485,0,0,0
23486,0,0,0
23487,0,0,0
23488,0,0,0
23489,1,0,1
23490,0,0,0
23491,0,0,0
23492,0,0,0
23494,1,0,1
23495,1,0,1
23496,0,0,0
23497,0,0,0
23498,0,0,0
23499,1,1,1
23500,1,0,1
23501,0,0,0
23502,0,0,0
23503,0,0,0
23504,0,0,0
23505,0,0,0
23507,0,0,0
23508,0,0,0
23509,0,0,0
23510,0,0,0
23511,0,0,0
23512,0,0,0
23513,1,0,1
23514,1,1,1
23515,0,0,0
23516,1,0,1
23517,0,0,0
23518,1,0,1
23519,0,0,0
23521,0,0,0
23522,1,1,1
23523,1,0,1
23524,0,0,0
23525,0,0,0
23526,1,1,1
23527,0,0,0
23528,0,0,0
23529,0,0,0
23530,0,0,0
23531,0,0,0
23533,0,0,0
23534,0,0,0
23535,0,0,0
23536,0,0,0
23537,0,0,0
23538,0,0,0
23539,0,0,0
23540,0,0,0
23541,1,0,0
23543,0,0,0
23544,1,0,0
23546,0,0,0
23547,1,1,1
23548,1,0,0
23549,0,0,0
23550,1,0,1
23551,0,0,0
23552,1,0,0
23553,0,0,0
23554,1,1,1
23555,0,0,0
23556,0,0,0
23557,0,0,0
23558,0,0,0
23559,0,0,0
23560,1,1,1
23561,1,1,1
23562,1,1,1
23563,1,1,1
23564,0,0,0
23566,0,0,0
23567,0,0,0
23569,1,1,1
23570,0,0,0
23571,0,0,0
23572,0,0,0
23573,1,0,1
23574,1,1,1
23575,0,0,0
23576,0,0,0
23577,0,0,0
23578,0,0,0
23579,0,0,0
23581,1,1,1
23582,1,0,1
23583,0,0,0
23584,1,0,1
23585,1,0,0
23586,0,0,0
23587,0,0,0
23588,1,1,1
23589,1,1,1
23590,0,0,0
23591,1,0,1
23592,1,0,0
23593,1,1,1
23594,0,0,0
23595,0,0,0
23597,1,1,1
23598,1,1,1
23599,1,0,1
23600,0,0,0
23601,0,0,0
23602,0,0,0
23603,1,1,1
23604,0,0,0
23605,0,0,0
23606,1,0,1
23607,1,1,1
23608,0,0,0
23609,1,1,1
23610,0,0,0
23611,0,0,0
23612,0,0,0
23613,0,0,0
23616,1,0,1
23617,1,0,1
23618,0,0,0
23619,1,1,1
23620,1,1,0
23621,0,0,0
23623,1,0,0
23624,1,1,1
23625,0,0,0
23626,0,0,0
23627,1,1,1
23628,1,1,1
23629,0,0,0
23630,1,0,1
23631,1,0,1
23632,1,0,0
23634,0,0,0
23636,0,0,0
23637,0,0,0
23638,1,0,0
23639,1,1,1
23640,0,0,0
23641,0,0,0
23642,0,0,0
23643,0,0,0
23644,0,0,0
23645,0,0,0
23646,0,0,0
23648,1,1,1
23649,1,0,1
23650,0,0,0
23653,0,0,0
23654,1,0,0
23655,0,0,0
23656,1,1,1
23657,1,0,1
23658,0,0,0
23659,0,0,0
23660,1,0,1
23661,0,0,0
23662,0,0,0
23664,1,1,1
23665,0,0,0
23666,0,0,0
23667,0,0,0
23668,1,0,1
23669,1,0,1
23670,1,0,1
23671,0,0,0
23672,0,0,0
23673,1,0,1
23674,1,1,1
23675,1,1,1
23676,0,0,0
23677,0,0,0
23678,0,0,0
23679,0,0,0
23680,1,1,1
23681,1,1,1
23682,0,0,0
23683,1,0,1
23684,0,0,0
23685,1,1,1
23686,1,1,1
23689,0,0,0
23691,1,0,0
23692,0,0,0
23693,0,0,0
23694,1,0,1
23695,0,0,0
23696,0,0,0
23697,0,0,0
23698,1,0,0
23699,0,0,0
23700,1,1,1
23701,0,0,0
23702,1,1,0
23703,0,0,0
23704,0,0,0
23705,0,0,0
23706,1,1,1
23707,0,0,0
23708,0,0,0
23709,0,0,0
23710,1,0,1
23711,0,0,0
23712,1,1,1
23713,1,0,1
23714,1,1,1
23715,0,0,0
23717,1,1,1
23718,0,0,0
23719,1,0,1
23720,0,0,0
23721,1,0,0
23722,1,0,0
23723,0,0,0
23724,1,0,1
23725,0,0,0
23726,0,0,0
23727,0,0,0
23729,0,0,0
23730,0,0,0
23731,0,0,0
23732,0,0,0
23733,1,1,1
23734,1,0,1
23736,1,0,1
23737,0,0,0
23738,1,1,1
23739,0,0,0
23740,1,1,1
23741,0,0,0
23743,0,0,0
23744,1,0,1
23745,1,0,1
23746,0,0,0
23747,0,0,0
23748,0,0,0
23749,0,0,0
23752,0,0,0
23753,1,0,1
23756,1,1,1
23757,0,0,0
23758,0,0,0
23759,0,0,0
23760,0,0,0
23761,1,1,1
23762,1,0,0
23763,1,1,1
23764,0,0,0
23765,0,0,0
23766,1,0,1
23767,0,0,0
23768,1,1,1
23769,1,1,1
23770,1,0,1
23771,1,1,1
23772,0,0,0
23773,1,1,1
23774,1,1,1
23775,0,0,0
23776,0,0,0
23778,1,0,1
23779,0,0,0
23780,0,0,0
23781,1,1,1
23782,1,1,1
23784,1,1,1
23785,0,0,0
23786,0,0,0
23787,1,0,1
23788,1,1,1
23789,1,1,1
23790,0,0,0
23791,0,0,0
23792,0,0,0
23793,0,0,0
23794,0,0,0
23795,1,1,1
23796,1,1,1
23797,0,0,0
23798,0,0,0
23799,1,0,0
23801,1,1,1
23802,0,0,0
23803,0,0,0
23804,1,0,1
23805,1,1,1
23806,1,1,1
23807,0,0,0
23808,0,0,0
23809,0,0,0
23810,1,0,1
23811,1,0,1
23812,1,0,1
23813,1,0,1
23814,1,1,1
23815,0,0,0
23816,0,0,0
23817,1,0,1
23818,0,0,0
23819,1,1,1
23820,0,0,0
23821,0,0,0
23822,0,0,0
23823,0,0,0
23824,1,0,0
23825,0,0,0
23826,1,1,1
23828,0,0,0
23829,0,0,0
23831,1,1,1
23832,1,1,1
23833,0,0,0
23834,1,1,1
23835,1,1,1
23836,0,0,0
23837,1,1,1
23838,1,1,1
23839,0,0,0
23840,1,1,1
23841,1,1,1
23842,1,1,1
23843,0,0,0
23844,1,0,1
23845,0,0,0
23846,0,0,0
23847,0,0,0
23848,1,1,1
23849,1,0,0
23850,1,1,1
23851,0,0,0
23852,0,0,0
23853,0,0,0
23854,1,0,1
23855,0,0,0
23856,0,0,0
23857,1,1,1
23858,1,0,1
23859,0,0,0
23860,0,0,0
23861,0,0,0
23862,1,0,1
23863,0,0,0
23864,1,0,0
23865,0,0,0
23866,1,0,1
23867,0,0,0
23868,0,0,0
23869,0,0,0
23870,1,0,1
23871,0,0,0
23872,1,0,0
23873,1,0,0
23874,0,0,0
23876,1,1,1
23877,0,0,0
23878,1,0,0
23879,0,0,0
23880,0,0,0
23881,0,0,0
23882,1,0,1
23883,0,0,0
23884,0,0,0
23885,0,0,0
23886,1,0,1
23887,0,0,0
23888,1,0,1
23889,0,0,0
23890,0,0,0
23891,1,0,1
23892,1,0,1
23893,1,0,0
23894,0,0,0
23895,0,0,0
23896,0,0,0
23897,1,0,1
23898,1,0,1
23899,0,0,0
23902,0,0,0
23903,0,0,0
23904,0,0,0
23905,0,0,0
23906,0,0,0
23907,0,0,0
23908,1,1,1
23909,1,1,1
23910,0,0,0
23911,0,0,0
23913,1,0,1
23914,1,0,1
23915,0,0,0
23916,0,0,0
23917,1,1,1
23918,0,0,0
23919,0,0,0
23920,0,0,0
23921,0,0,0
23923,1,0,1
23924,0,0,0
23925,1,1,1
23927,1,1,1
23929,0,0,0
23930,0,0,0
23931,0,0,0
23932,0,0,0
23933,0,0,0
23934,0,0,0
23936,0,0,0
23937,0,0,0
23938,0,0,0
23939,1,1,1
23940,0,0,0
23941,0,0,0
23942,0,0,0
23945,0,0,0
23946,0,0,0
23947,1,1,1
23948,0,0,0
23949,1,0,0
23950,0,0,0
23951,0,0,0
23952,1,1,1
23953,0,0,0
23955,0,0,0
23956,0,0,0
23958,0,0,0
23959,0,0,0
23960,0,0,0
23961,0,0,0
23962,0,0,0
23963,0,0,0
23964,1,1,1
23965,1,1,1
23966,0,0,0
23967,1,0,1
23968,1,1,1
23969,1,1,1
23970,1,1,1
23971,0,0,0
23972,0,0,0
23973,1,1,1
23974,0,0,0
23975,0,0,0
23976,1,0,1
23977,0,0,0
23978,0,0,0
23980,0,0,0
23981,0,0,0
23982,1,0,1
23983,0,0,0
23984,1,0,1
23985,0,0,0
23986,0,0,0
23987,0,0,0
23992,0,0,0
23993,1,1,1
23994,0,0,0
23995,0,0,0
23996,1,1,1
23997,0,0,0
23998,0,0,0
23999,0,0,0
24000,1,0,1
24001,0,0,0
24002,1,1,0
24003,1,1,1
24004,1,0,1
24005,0,0,0
24006,0,0,0
24007,0,0,0
24008,1,1,1
24009,0,0,0
24010,0,0,0
24011,1,0,1
24012,0,0,0
24013,1,0,1
24014,0,0,0
24015,1,1,1
24016,0,0,0
24017,0,0,0
24018,1,1,1
24020,0,0,0
24021,0,0,0
24022,0,0,0
24023,0,0,0
24025,0,0,0
24026,1,1,0
24027,0,0,0
24029,0,0,0
24030,1,1,0
24032,0,0,0
24033,1,1,1
24034,0,0,0
24035,0,0,0
24036,0,0,0
24037,0,0,0
24038,0,0,0
24039,0,0,0
24040,0,0,0
24041,0,0,0
24042,0,0,0
24043,0,0,0
24044,0,0,0
24045,1,0,1
24046,0,0,0
24047,1,0,1
24048,0,0,0
24049,1,1,1
24050,1,1,1
24051,0,0,0
24052,1,1,1
24053,1,1,1
24054,1,1,1
24056,1,1,0
24057,0,0,0
24058,1,1,1
24059,1,1,1
24060,0,0,0
24061,1,0,1
24063,0,0,0
24064,1,0,0
24065,0,0,0
24067,0,0,0
24068,1,0,1
24069,0,0,0
24070,0,0,0
24071,1,1,1
24072,0,0,0
24073,0,0,0
24074,0,0,0
24075,0,0,0
24076,0,0,0
24077,0,0,0
24078,1,0,0
24079,0,0,0
24080,0,0,0
24081,0,0,0
24082,0,0,0
24084,1,1,1
24085,0,0,0
24086,0,0,0
24087,0,0,0
24088,1,1,1
24089,1,1,1
24090,0,0,0
24091,1,0,1
24092,1,1,1
24093,1,1,1
24094,0,0,0
24095,1,0,0
24096,0,0,0
24097,1,1,1
24098,0,0,0
24100,1,0,1
24101,0,0,0
24102,0,0,0
24103,0,0,0
24105,0,0,0
24106,0,0,0
24107,1,1,1
24108,1,0,1
24109,1,1,1
24110,0,0,0
24111,0,0,0
24112,0,0,0
24113,0,0,0
24114,0,0,0
24116,0,0,0
24117,1,0,1
24118,0,0,0
24119,0,0,0
24120,0,0,0
24121,0,0,0
24122,0,0,0
24124,1,1,1
24125,1,1,1
24127,0,0,0
24128,0,0,0
24129,0,0,0
24130,0,0,0
24131,1,0,1
24132,0,0,0
24133,0,0,0
24134,1,1,1
24135,0,0,0
24136,1,0,1
24137,1,0,1
24138,1,1,1
24139,0,0,0
24141,0,0,0
24142,0,0,0
24143,0,0,0
24144,1,1,1
24145,1,1,1
24146,0,0,0
24148,0,0,0
24149,1,1,1
24150,0,0,0
24151,0,0,0
24152,0,0,0
24153,0,0,0
24154,0,0,0
24156,0,0,0
24157,1,1,1
24158,1,1,1
24161,0,0,0
24162,1,1,1
24163,0,0,0
24164,0,0,0
24165,1,1,1
24166,1,1,1
24167,1,0,0
24168,1,1,1
24169,1,1,1
24170,1,0,0
24171,0,0,0
24173,0,0,0
24174,0,0,0
24175,1,0,0
24176,0,0,0
24177,0,0,0
24178,0,0,0
24179,0,0,0
24181,0,0,0
24182,1,1,1
24183,1,0,1
24184,0,0,0
24185,0,0,0
24186,0,0,0
24187,0,0,0
24189,0,0,0
24191,0,0,0
24192,0,0,0
24193,0,0,0
24194,0,0,0
24195,0,0,0
24196,1,1,0
24197,1,0,1
24198,0,0,0
24199,0,0,0
24200,0,0,0
24201,1,1,1
24202,0,0,0
24203,1,1,1
24204,0,0,0
24205,1,1,1
24206,0,0,0
24207,1,0,1
24208,0,0,0
24210,0,0,0
24211,0,0,0
24212,1,0,1
24213,0,0,0
24214,0,0,0
24215,1,1,1
24216,0,0,0
24217,1,1,1
24218,0,0,0
24219,0,0,0
24220,0,0,0
24221,0,0,0
24222,0,0,0
24223,1,1,1
24224,0,0,0
24225,0,0,0
24226,0,0,0
24227,1,1,1
24228,0,0,0
24229,1,1,1
24230,0,0,0
24231,1,1,1
24232,0,0,0
24233,0,0,0
24234,1,1,1
24235,1,0,1
24236,0,0,0
24237,1,0,1
24238,0,0,0
24239,0,0,0
24240,1,1,1
24241,1,1,0
24242,1,1,1
24243,0,0,0
24244,0,0,0
24245,0,0,0
24246,1,1,1
24248,1,0,0
24249,0,0,0
24250,1,0,0
24251,0,0,0
24252,1,1,1
24253,1,0,0
24254,1,0,1
24255,1,1,1
24256,0,0,0
24257,1,1,1
24258,1,1,1
24259,0,0,0
24260,1,1,1
24261,0,0,0
24262,0,0,0
24263,0,0,0
24264,1,0,1
24265,0,0,0
24266,1,0,1
24267,0,0,0
24268,1,1,0
24269,1,1,0
24270,0,0,0
24271,1,0,1
24272,1,0,0
24273,0,0,0
24274,1,0,1
24275,1,0,0
24276,1,1,1
24277,0,0,0
24278,1,1,1
24279,1,1,1
24280,0,0,0
24281,1,1,1
24282,0,0,0
24283,1,0,1
24284,1,1,1
24285,1,1,1
24286,0,0,0
24287,1,1,1
24288,0,0,0
24289,1,1,1
24291,1,1,1
24292,1,1,1
24293,1,0,1
24295,1,1,0
24296,0,0,0
24297,0,0,0
24298,0,0,0
24299,1,0,1
24300,0,0,0
24302,0,0,0
24303,1,0,1
24304,0,0,0
24305,1,1,0
24306,0,0,0
24307,0,0,0
24308,1,1,0
24309,0,0,0
24312,0,0,0
24313,0,0,0
24314,0,0,0
24315,0,0,0
24316,0,0,0
24317,1,0,1
24318,1,1,1
24319,1,1,0
24320,0,0,0
24322,0,0,0
24323,0,0,0
24324,0,0,0
24325,0,0,0
24327,0,0,0
24328,1,1,1
24329,0,0,0
24330,0,0,0
24331,0,0,0
24332,1,1,1
24333,1,1,1
24334,1,1,1
24335,0,0,0
24336,1,0,1
24337,1,0,0
24339,0,0,0
24340,1,1,1
24341,0,0,0
24342,1,1,1
24343,0,0,0
24344,0,0,0
24345,0,0,0
24346,0,0,0
24347,0,0,0
24348,0,0,0
24349,1,0,0
24351,1,0,1
24353,1,0,0
24354,0,0,0
24355,1,1,1
24358,0,0,0
24359,0,0,0
24360,0,0,0
24361,1,1,1
24362,0,0,0
24363,1,0,1
24364,0,0,0
24365,1,1,1
24366,1,1,1
24367,0,0,0
24369,0,0,0
24370,0,0,0
24371,1,1,1
24372,0,0,0
24375,0,0,0
24376,0,0,0
24377,1,0,1
24378,1,1,1
24379,0,0,0
24380,1,1,1
24381,0,0,0
24382,0,0,0
24383,0,0,0
24384,1,1,1
24385,0,0,0
24386,1,0,0
24387,0,0,0
24388,0,0,0
24389,0,0,0
24390,0,0,0
24391,1,1,1
24392,1,1,1
24393,0,0,0
24394,0,0,0
24395,0,0,0
24396,1,0,1
24398,1,0,1
24399,1,1,1
24400,0,0,0
24403,1,0,1
24404,0,0,0
24405,0,0,0
24406,1,0,1
24407,0,0,0
24408,0,0,0
24409,0,0,0
24410,1,1,1
24411,1,1,1
24412,0,0,0
24414,1,0,0
24415,0,0,0
24416,0,0,0
24417,0,0,0
24418,0,0,0
24419,0,0,0
24420,1,0,0
24421,1,1,1
24422,1,1,1
24423,0,0,0
24424,1,0,0
24425,1,0,0
24426,1,1,1
24427,0,0,0
24428,0,0,0
24429,0,0,0
24430,1,0,1
24432,0,0,0
24433,0,0,0
24435,1,0,1
24436,1,1,1
24437,0,0,0
24438,1,1,1
24439,0,0,0
24440,1,0,1
24441,0,0,0
24443,1,1,1
24444,0,0,0
24445,1,1,1
24446,1,1,1
24447,0,0,0
24448,1,1,1
24449,1,1,1
24450,1,1,1
24452,0,0,0
24453,1,1,1
24454,0,0,0
24455,0,0,0
24456,1,1,1
24457,1,1,1
24458,0,0,0
24459,0,0,0
24460,0,0,0
24461,1,1,1
24462,1,0,0
24463,1,0,0
24464,1,0,0
24465,0,0,0
24466,0,0,0
24468,0,0,0
24469,1,0,1
24470,0,0,0
24471,1,0,1
24472,1,1,1
24473,0,0,0
24474,1,1,1
24475,0,0,0
24476,0,0,0
24477,0,0,0
24478,0,0,0
24479,0,0,0
24480,0,0,0
24482,1,0,0
24483,1,1,1
24484,1,1,1
24485,1,1,1
24486,0,0,0
24487,1,0,1
24489,0,0,0
24490,1,0,1
24491,1,1,1
24493,1,1,1
24494,0,0,0
24495,0,0,0
24496,0,0,0
24497,0,0,0
24498,0,0,0
24499,0,0,0
24500,1,1,1
24501,1,1,1
24502,1,1,1
24503,0,0,0
24504,0,0,0
24505,0,0,0
24506,0,0,0
24507,0,0,0
24508,1,0,1
24509,1,1,1
24510,1,1,0
24511,0,0,0
24512,1,1,1
24513,1,1,1
24514,1,1,1
24515,1,1,0
24516,0,0,0
24517,0,0,0
24518,0,0,0
24519,1,0,1
24521,0,0,0
24522,0,0,0
24523,1,1,1
24524,0,0,0
24525,1,0,0
24526,0,0,0
24528,0,0,0
24530,0,0,0
24531,0,0,0
24532,0,0,0
24533,0,0,0
24534,1,0,1
24535,1,0,1
24537,0,0,0
24538,0,0,0
24539,0,0,0
24540,0,0,0
24541,0,0,0
24542,0,0,0
24543,0,0,0
24545,0,0,0
24546,1,1,1
24547,1,0,1
24548,0,0,0
24549,1,0,1
24550,1,0,1
24551,1,1,1
24552,1,1,1
24553,1,1,1
24554,1,0,0
24555,0,0,0
24556,0,0,0
24557,1,1,1
24558,1,1,1
24559,1,1,1
24560,0,0,0
24561,1,1,1
24562,1,0,0
24563,1,1,1
24565,0,0,0
24566,0,0,0
24567,1,0,0
24568,1,1,0
24570,0,0,0
24571,0,0,0
24572,1,1,1
24573,1,1,1
24574,0,0,0
24575,0,0,0
24577,0,0,0
24578,1,1,1
24579,0,0,0
24580,0,0,0
24581,1,1,1
24582,1,0,1
24583,1,0,0
24584,1,1,1
24585,1,1,1
24586,1,0,0
24587,0,0,0
24588,0,0,0
24589,0,0,0
24591,0,0,0
24592,0,0,0
24593,0,0,0
24594,1,1,1
24595,0,0,0
24596,0,0,0
24597,0,0,0
24598,0,0,0
24599,1,1,1
24600,0,0,0
24601,0,0,0
24602,1,0,0
24603,1,0,0
24604,0,0,0
24605,0,0,0
24606,0,0,0
24607,0,0,0
24608,0,0,0
24609,0,0,0
24610,0,0,0
24611,0,0,0
24612,1,0,1
24613,1,1,1
24614,0,0,0
24615,0,0,0
24616,0,0,0
24617,0,0,0
24618,1,0,1
24619,0,0,0
24620,0,0,0
24621,1,0,0
24622,1,0,1
24623,1,0,0
24626,0,0,0
24627,1,0,1
24628,0,0,0
24629,0,0,0
24630,0,0,0
24631,1,0,0
24633,1,1,1
24634,1,1,1
24635,0,0,0
24636,1,0,0
24637,0,0,0
24638,0,0,0
24639,0,0,0
24640,1,1,1
24641,1,1,1
24642,0,0,0
24643,1,1,1
24644,0,0,0
24645,0,0,0
24647,0,0,0
24648,0,0,0
24650,0,0,0
24652,1,0,1
24653,1,1,1
24654,0,0,0
24655,1,0,0
24656,0,0,0
24657,1,1,1
24658,0,0,0
24659,1,1,1
24660,0,0,0
24661,0,0,0
24662,0,0,0
24663,0,0,0
24664,0,0,0
24665,0,0,0
24666,1,1,1
24667,1,1,1
24668,1,1,1
24669,1,0,1
24670,1,1,1
24671,0,0,0
24672,0,0,0
24673,0,0,0
24674,0,0,0
24675,1,1,1
24676,0,0,0
24678,0,0,0
24679,0,0,0
24680,1,0,0
24681,1,1,1
24682,0,0,0
24683,0,0,0
24684,1,1,1
24685,0,0,0
24687,0,0,0
24688,1,1,1
24689,0,0,0
24690,0,0,0
24693,1,1,1
24694,0,0,0
24695,1,1,1
24697,0,0,0
24698,0,0,0
24699,0,0,0
24700,0,0,0
24702,0,0,0
24703,1,0,0
24704,1,0,0
24706,0,0,0
24707,1,1,1
24708,1,1,1
24709,1,1,1
24710,1,1,1
24711,0,0,0
24712,1,0,0
24713,1,1,1
24714,1,0,1
24715,1,1,1
24716,1,0,1
24717,0,0,0
24718,0,0,0
24719,1,1,1
24720,0,0,0
24721,0,0,0
24722,0,0,0
24723,0,0,0
24724,0,0,0
24725,0,0,0
24726,0,0,0
24727,1,0,0
24728,1,0,0
24729,0,0,0
24730,1,1,0
24731,0,0,0
24732,0,0,0
24734,1,1,1
24735,0,0,0
24737,0,0,0
24738,0,0,0
24739,1,1,0
24740,1,1,1
24741,0,0,0
24742,0,0,0
24743,1,1,1
24744,1,0,1
24745,1,0,1
24747,0,0,0
24748,0,0,0
24749,0,0,0
24750,0,0,0
24751,0,0,0
24752,1,1,1
24753,1,1,1
24754,1,1,1
24755,1,1,1
24756,0,0,0
24757,0,0,0
24758,1,0,0
24759,1,1,1
24760,1,0,1
24761,0,0,0
24762,1,0,1
24763,0,0,0
24764,0,0,0
24765,0,0,0
24766,1,1,1
24767,1,1,1
24769,0,0,0
24770,0,0,0
24771,0,0,0
24772,1,1,0
24774,0,0,0
24775,0,0,0
24776,1,0,1
24777,0,0,0
24778,1,1,1
24779,1,1,1
24780,1,0,0
24781,0,0,0
24782,0,0,0
24783,0,0,0
24784,1,0,1
24785,1,0,1
24786,0,0,0
24787,1,1,1
24788,1,0,1
24789,0,0,0
24790,0,0,0
24791,0,0,0
24792,0,0,0
24793,0,0,0
24794,0,0,0
24795,0,0,0
24796,1,1,1
24797,0,0,0
24798,1,0,0
24799,0,0,0
24800,1,1,1
24801,1,1,1
24802,1,1,1
24803,1,0,0
24804,1,0,1
24805,1,1,1
24806,0,0,0
24807,1,1,1
24808,0,0,0
24809,0,0,0
24810,1,1,1
24811,0,0,0
24812,1,1,0
24813,1,0,0
24814,1,1,1
24815,0,0,0
24816,0,0,0
24818,1,1,1
24819,0,0,0
24820,0,0,0
24823,0,0,0
24824,0,0,0
24825,1,1,1
24826,0,0,0
24827,1,1,1
24828,0,0,0
24829,0,0,0
24830,0,0,0
24831,0,0,0
24832,0,0,0
24833,0,0,0
24834,1,0,1
24835,0,0,0
24836,0,0,0
24837,0,0,0
24838,0,0,0
24839,1,1,1
24840,1,1,1
24841,1,0,0
24842,0,0,0
24843,0,0,0
24844,0,0,0
24846,1,1,1
24847,0,0,0
24848,1,1,1
24849,0,0,0
24850,1,1,1
24851,1,1,1
24852,0,0,0
24853,1,1,1
24854,0,0,0
24855,1,1,1
24856,0,0,0
24857,1,0,0
24858,1,1,1
24859,0,0,0
24860,1,0,0
24861,1,0,1
24862,1,1,1
24863,1,1,1
24865,0,0,0
24866,0,0,0
24867,0,0,0
24868,1,1,1
24869,0,0,0
24871,0,0,0
24872,0,0,0
24873,1,1,1
24874,0,0,0
24875,0,0,0
24876,0,0,0
24877,0,0,0
24878,1,1,1
24879,0,0,0
24880,0,0,0
24881,0,0,0
24882,1,1,0
24883,0,0,0
24884,0,0,0
24885,0,0,0
24886,0,0,0
24887,1,0,0
24888,0,0,0
24889,1,0,0
24890,0,0,0
24891,1,1,0
24892,0,0,0
24893,0,0,0
24894,0,0,0
24896,1,1,1
24897,0,0,0
24898,1,0,1
24899,0,0,0
24900,0,0,0
24901,1,0,1
24902,0,0,0
24903,1,0,0
24904,0,0,0
24905,1,0,1
24906,1,0,1
24908,1,0,1
24910,0,0,0
24911,0,0,0
24912,1,1,1
24913,1,1,1
24914,1,0,1
24915,0,0,0
24916,1,1,1
24917,0,0,0
24918,0,0,0
24919,0,0,0
24920,0,0,0
24921,1,0,1
24922,1,0,1
24923,1,1,0
24924,0,0,0
24926,0,0,0
24927,1,1,1
24929,0,0,0
24931,0,0,0
24932,1,1,1
24933,1,1,0
24934,0,0,0
24935,1,0,0
24936,1,1,1
24937,0,0,0
24938,0,0,0
24939,0,0,0
24940,0,0,0
24941,1,1,1
24942,1,1,1
24943,0,0,0
24944,0,0,0
24945,0,0,0
24946,1,0,1
24947,0,0,0
24948,0,0,0
24949,0,0,0
24950,1,1,1
24951,0,0,0
24952,1,1,1
24954,0,0,0
24955,0,0,0
24956,1,1,1
24957,1,1,1
24958,0,0,0
24959,0,0,0
24960,0,0,0
24961,1,0,1
24962,1,1,1
24963,0,0,0
24964,1,0,1
24965,0,0,0
24966,0,0,0
24967,1,1,1
24968,0,0,0
24969,1,1,1
24970,0,0,0
24971,1,0,1
24972,0,0,0
24974,1,1,0
24975,1,1,1
24976,0,0,0
24977,0,0,0
24978,0,0,0
24979,0,0,0
24980,0,0,0
24981,0,0,0
24982,0,0,0
24984,0,0,0
24985,0,0,0
24987,1,1,1
24988,0,0,0
24989,1,1,1
24990,0,0,0
24991,0,0,0
24992,0,0,0
24993,1,0,0
24994,1,1,1
24995,1,0,0
24996,1,1,1
24997,1,0,1
24998,0,0,0
24999,1,0,0
25000,0,0,0
